"location","source","target","ID","fuzzy","context","translator_comments","developer_comments"
"S """"","S_ce46f2b4","А если все же...","","","","",""
"S """"","S_c211d0e1","Это кажется не такой уж и плохой идеей.","","","","",""
"C """"","C_ab7999b3","(А у тебя в мыслях снова только все о побеге...)","","","","",""
"S """"","S_c1969b03","С чего бы тебе ожидать чего-то другого?","","","","",""
"S """"","S_dd0c5c4e","Я все еще не собираюсь оставаться тут.","","","","",""
"C """"","C_9aafd837","(Я должен хотя бы надеяться на то, что когда-то ты остановишься.)","","","","",""
"S """"","S_55d741ff","Я остановлюсь только тогда, когда выберусь отсюда. И у меня появился прекрасный шанс. ","","","","",""
"S """"","S_28a13cca","Все складывается именно так, что я наконец смогу выбраться.","","","","",""
"C """"","C_0133bdae","(Что пришло в твою голову на этот раз?)","","","","",""
"S """"","S_78f41f1a","Ты ведь и так все прекрасно знаешь. Зачем спрашиваешь?","","","","",""
"C """"","C_b5f099dc","(Может быть, я надеюсь, что ты скажешь это вслух и сама поймешь глупость своей идеи.)","","","","",""
"S """"","S_22c542db","Эта идея вовсе не глупая!","","","","",""
"C """"","C_05e0a29a","(Почему бы тебе не оставить свои попытки сбежать? Мне казалось, что ты начала привыкать. Признайся, что тебе тут не так уж и плохо, и мы спокойно пройдем этот путь до конца.)","","","","",""
"S """"","S_a0589725","Мне незачем ждать так долго. Я в любом случае не прекращу свои попытки выбраться отсюда. Никто в здравом уме не будет добровольно оставаться в месте своего заключения.","","","","",""
"C """"","C_d24af550","(То есть ты все же решила попробовать воспользоваться теми тентаклями?)","","","","",""
"S """"","S_458fd6f1","А почему нет? Не вижу ни единой причины отказываться от этой идеи.","","","","",""
"S """"","S_a22caf15","Они реагируют на меня, на мое движение. Если ими можно управлять, то я обязана попробовать!","","","","",""
"C """"","C_10e1046e","(И как же именно ты собираешься сбежать с их помощью?)","","","","",""
"S """"","S_9f341cbd","Ну... Я собираюсь позвать Стукова и приказать тентаклям схватить его. Таким образом я смогу сбежать.","","","","",""
"C """"","C_9c9a2472","(Подчинить тентакли не так уж и легко, но мне интересно, что у тебя может получится.)","","","","",""
"S """"","S_534012eb","Все у меня получится!","","","","",""
"S """"","S_5f6c106f","Пора попробовать, что же мы можем на этом этапе.","","","","",""
"C """"","C_a0dc26f8","(Ага, только не подходи к ним слишком близко.)","","","","",""
"S """"","S_c69851ab","Я и сама все прекрасно знаю. У меня есть план и я его придерживаюсь.","","","","",""
"""""","narrator_1aee571a","Сара сделала пару шагов навстречу щупальцам, наблюдая за их реакцией.","","","","",""
"S """"","S_c8be1fc6","Чего и следовало ожидать... Они снова начали свое движение. Не так активно, потому что я в одежде и достаточно далеко, но это уже хороший результат.","","","","",""
"S """"","S_ebd72d2b","Если бы их направить в нужное русло... Их же так много и они все хаотично двигаются. Ах...","","","","",""
"C """"","C_ddca2c69","(Извращенка...)","","","","",""
"S """"","S_30e46d57","С чего бы это?!","","","","",""
"C """"","C_b044b4a0","(Ты не можешь спрятать от меня ни одну свою мысль. Говоришь, что хочешь поймать Стукова? Скорее ты бы использовала их по совсе-е-е-ем другому назначению. Да, Сара?)","","","","",""
"S """"","S_62c8f5b1","...","","","","",""
"S """"","S_c741687f","В этом нет ничего такого!","","","","",""
"S """"","S_76ac349b","Время, проведенное здесь, все же не прошло бесследно.","","","","",""
"C """"","C_41249fe2","(Конечно, как скажешь. У каждого свои предпочтения... Только не увлекайся сильно, а то о плане забудешь.)","","","","",""
"""""","narrator_669a1be9","Сара проигнорировала сказанные в ее адрес слова, сосредотачиваясь на своих мыслях. Но каждый раз в ее мысли настырно вклинивалась картинка, как тентакли ласкают ее тело. Как они медленно и послушно касаются только тех участков, которые разрешает трогать сама Сара.","","","","",""
"S """"","S_fe57f2b9","Надо сосредоточиться! И проверить, будут ли они снова пытаться схватить меня, как делали это раньше.","","","","",""
"""""","narrator_274dffe6","Сара подошла еще ближе, продолжая наблюдать за реакцией. Тентакли стали двигаться активнее, но они не проявляли желания схватит Сару за руки или ноги. Они скорее стремились к совсем другим частям ее тела, что только сильнее вгоняло Сару в краску.","","","","",""
"S """"","S_21f1bcdc","(Извращенные тентакли... как и все на этом корабле...)","","","","",""
"S """"","S_229178dc","Но... мне все же нужно попытаться контролировать их... Не физически, но хотя бы ментально.","","","","",""
"S """"","S_19b78ced","Не представляю, сколько нужно приложить для этого усилий... Но нам стоит постараться.","","","","",""
"""""","narrator_3a61971d","Закрывая глаза, Сара всеми силами пыталась сосредоточиться на тентаклях и хоть немного управлять ими, но в реальности они так и продолжали хаотично двигаться, игнорируя все попытки Сары.","","","","",""
"S """"","S_75f46a77","Почему это так сложно?! Арх...","","","","",""
